ID,population,DTA,ASI
W22 x TIL01 BC1S4# Line_C075,W22TIL01,70,0
W22 x TIL01 BC1S4# Line_C076,W22TIL01,77,0
W22 x TIL01 BC1S4# Line_C077,W22TIL01,76,-2
W22 x TIL01 BC1S4# Line_C078,W22TIL01,73,-3
W22 x TIL01 BC1S4# Line_C079,W22TIL01,78,
W22 x TIL01 BC1S4# Line_C080,W22TIL01,81,
W22 x TIL01 BC1S4# Line_C081,W22TIL01,80,
W22 x TIL01 BC1S4# Line_C082,W22TIL01,78,
W22 x TIL01 BC1S4# Line_C083,W22TIL01,67,
W22 x TIL01 BC1S4# Line_C084,W22TIL01,78,
W22 x TIL01 BC1S4# Line_C085,W22TIL01,74,
W22 x TIL01 BC1S4# Line_C086,W22TIL01,70,
W22 x TIL01 BC1S4# Line_C087,W22TIL01,67,
W22 x TIL01 BC1S4# Line_C089,W22TIL01,74,
W22 x TIL01 BC1S4# Line_C091,W22TIL01,71,
W22 x TIL01 BC1S4# Line_C092,W22TIL01,78,
