ID,population,DTA,ASI
W22 x TIL11 BC1S4# Line_C032,W22TIL11,70.0,1.0
W22 x TIL11 BC1S4# Line_C033,W22TIL11,64.0,-1.0
W22 x TIL11 BC1S4# Line_C034,W22TIL11,74.0,1.0
W22 x TIL11 BC1S4# Line_C037,W22TIL11,72.0,0.0
W22 x TIL11 BC1S4# Line_C038,W22TIL11,66.0,-1.0
W22 x TIL11 BC1S4# Line_C039,W22TIL11,76.0,-1.0
W22 x TIL11 BC1S4# Line_C040,W22TIL11,74.0,0.0
W22 x TIL11 BC1S4# Line_C041,W22TIL11,71.0,-5.0
W22 x TIL11 BC1S4# Line_C042,W22TIL11,71.0,-1.0
W22 x TIL11 BC1S4# Line_C043,W22TIL11,74.0,-2.0
W22 x TIL11 BC1S4# Line_C044,W22TIL11,76.0,0.0
W22 x TIL11 BC1S4# Line_C045,W22TIL11,69.0,-1.0
W22 x TIL11 BC1S4# Line_C047,W22TIL11,75.0,-1.0
W22 x TIL11 BC1S4# Line_C048,W22TIL11,75.0,0.0
W22 x TIL11 BC1S4# Line_C049,W22TIL11,69.0,-2.0
W22 x TIL11 BC1S4# Line_C050,W22TIL11,69.0,-1.0
W22 x TIL11 BC1S4# Line_C051,W22TIL11,70.0,-1.0
W22 x TIL11 BC1S4# Line_C052,W22TIL11,67.0,1.0
W22 x TIL11 BC1S4# Line_C053,W22TIL11,76.0,-1.0
W22 x TIL11 BC1S4# Line_C054,W22TIL11,68.0,-3.0
W22 x TIL11 BC1S4# Line_C055,W22TIL11,66.0,-1.0
W22 x TIL11 BC1S4# Line_C056,W22TIL11,85.0,0.0
W22 x TIL11 BC1S4# Line_C057,W22TIL11,73.0,0.0
W22 x TIL11 BC1S4# Line_C058,W22TIL11,73.0,0.0
W22 x TIL11 BC1S4# Line_C059,W22TIL11,68.0,-4.0
W22 x TIL11 BC1S4# Line_C060,W22TIL11,79.0,-6.0
W22 x TIL11 BC1S4# Line_C061,W22TIL11,78.0,-5.0
W22 x TIL11 BC1S4# Line_C063,W22TIL11,69.0,-2.0
W22 x TIL11 BC1S4# Line_C064,W22TIL11,76.0,0.0
W22 x TIL11 BC1S4# Line_C066,W22TIL11,71.0,-3.0
W22 x TIL11 BC1S4# Line_C068,W22TIL11,70.0,0.0
W22 x TIL11 BC1S4# Line_C069,W22TIL11,70.0,-1.0
W22 x TIL11 BC1S4# Line_C071,W22TIL11,72.0,-2.0
W22 x TIL11 BC1S4# Line_C073,W22TIL11,71.0,1.0
W22 x TIL11 BC1S4# Line_C074,W22TIL11,69.0,-3.0
W22 x TIL11 BC1S4# Line_C075,W22TIL11,70.0,0.0
W22 x TIL11 BC1S4# Line_C076,W22TIL11,67.0,0.0
W22 x TIL11 BC1S4# Line_C078,W22TIL11,67.0,-2.0
W22 x TIL11 BC1S4# Line_C079,W22TIL11,71.0,0.0
W22 x TIL11 BC1S4# Line_C081,W22TIL11,66.0,0.0
W22 x TIL11 BC1S4# Line_C082,W22TIL11,68.0,-2.0
W22 x TIL11 BC1S4# Line_C083,W22TIL11,75.0,-2.0
W22 x TIL11 BC1S4# Line_C084,W22TIL11,74.0,4.0
W22 x TIL11 BC1S4# Line_C085,W22TIL11,67.0,-2.0
W22 x TIL11 BC1S4# Line_C088,W22TIL11,79.0,-2.0
W22 x TIL11 BC1S4# Line_C090,W22TIL11,64.0,0.0
W22 x TIL11 BC1S4# Line_C091,W22TIL11,67.0,2.0
W22 x TIL11 BC1S4# Line_C093,W22TIL11,71.0,-2.0
W22 x TIL11 BC1S4# Line_C095,W22TIL11,66.0,-3.0
W22 x TIL11 BC1S4# Line_C096,W22TIL11,67.0,-12.0
