ID,population,DTA,ASI
W22 x TIL14 BC1S4# Line_C013,W22TIL14,-3.0,-1.0
W22 x TIL14 BC1S4# Line_C015,W22TIL14,1.0,-4.0
W22 x TIL14 BC1S4# Line_C017,W22TIL14,-2.0,-2.0
W22 x TIL14 BC1S4# Line_C020,W22TIL14,-1.0,5.0
W22 x TIL14 BC1S4# Line_C022,W22TIL14,-2.0,1.0
W22 x TIL14 BC1S4# Line_C023,W22TIL14,0.0,-4.0
W22 x TIL14 BC1S4# Line_C024,W22TIL14,1.0,1.0
W22 x TIL14 BC1S4# Line_C025,W22TIL14,-1.0,-5.0
W22 x TIL14 BC1S4# Line_C026,W22TIL14,-3.0,-6.0
W22 x TIL14 BC1S4# Line_C027,W22TIL14,-1.0,-2.0
W22 x TIL14 BC1S4# Line_C029,W22TIL14,-8.0,-6.0
W22 x TIL14 BC1S4# Line_C030,W22TIL14,1.0,2.0
W22 x TIL14 BC1S4# Line_C032,W22TIL14,0.0,-6.0
W22 x TIL14 BC1S4# Line_C033,W22TIL14,-2.0,-5.0
W22 x TIL14 BC1S4# Line_C037,W22TIL14,-1.0,1.0
W22 x TIL14 BC1S4# Line_C038,W22TIL14,-4.0,-3.0
W22 x TIL14 BC1S4# Line_C039,W22TIL14,-1.0,-1.0
W22 x TIL14 BC1S4# Line_C040,W22TIL14,0.0,2.0
W22 x TIL14 BC1S4# Line_C041,W22TIL14,-5.0,-12.0
W22 x TIL14 BC1S4# Line_C042,W22TIL14,-1.0,-5.0
W22 x TIL14 BC1S4# Line_C043,W22TIL14,-7.0,-4.0
W22 x TIL14 BC1S4# Line_C044,W22TIL14,-1.0,-7.0
W22 x TIL14 BC1S4# Line_C045,W22TIL14,-1.0,-2.0
W22 x TIL14 BC1S4# Line_C046,W22TIL14,-4.0,-6.0
W22 x TIL14 BC1S4# Line_C047,W22TIL14,-1.0,-2.0
W22 x TIL14 BC1S4# Line_C048,W22TIL14,-3.0,-2.0
W22 x TIL14 BC1S4# Line_C049,W22TIL14,-2.0,-3.0
W22 x TIL14 BC1S4# Line_C050,W22TIL14,-2.0,-1.0
W22 x TIL14 BC1S4# Line_C051,W22TIL14,-1.0,0.0
W22 x TIL14 BC1S4# Line_C052,W22TIL14,-4.0,-5.0
W22 x TIL14 BC1S4# Line_C053,W22TIL14,-3.0,-3.0
W22 x TIL14 BC1S4# Line_C054,W22TIL14,-1.0,0.0
W22 x TIL14 BC1S4# Line_C055,W22TIL14,-1.0,-1.0
W22 x TIL14 BC1S4# Line_C056,W22TIL14,-2.0,-2.0
W22 x TIL14 BC1S4# Line_C057,W22TIL14,1.0,-2.0
W22 x TIL14 BC1S4# Line_C058,W22TIL14,-3.0,-3.0
W22 x TIL14 BC1S4# Line_C059,W22TIL14,1.0,-1.0
W22 x TIL14 BC1S4# Line_C060,W22TIL14,-2.0,-7.0
W22 x TIL14 BC1S4# Line_C062,W22TIL14,-3.0,-1.0
W22 x TIL14 BC1S4# Line_C063,W22TIL14,-3.0,-3.0
W22 x TIL14 BC1S4# Line_C064,W22TIL14,-4.0,-2.0
W22 x TIL14 BC1S4# Line_C066,W22TIL14,-1.0,-1.0
W22 x TIL14 BC1S4# Line_C068,W22TIL14,0.0,-2.0
W22 x TIL14 BC1S4# Line_C069,W22TIL14,0.0,2.0
W22 x TIL14 BC1S4# Line_C070,W22TIL14,0.0,-1.0
W22 x TIL14 BC1S4# Line_C071,W22TIL14,-2.0,-5.0
W22 x TIL14 BC1S4# Line_C072,W22TIL14,-2.0,0.0
W22 x TIL14 BC1S4# Line_C073,W22TIL14,-1.0,0.0
W22 x TIL14 BC1S4# Line_C074,W22TIL14,-7.0,-3.0
W22 x TIL14 BC1S4# Line_C076,W22TIL14,-3.0,0.0
W22 x TIL14 BC1S4# Line_C078,W22TIL14,-6.0,-8.0
W22 x TIL14 BC1S4# Line_C079,W22TIL14,-2.0,-4.0
W22 x TIL14 BC1S4# Line_C081,W22TIL14,-4.0,-3.0
W22 x TIL14 BC1S4# Line_C083,W22TIL14,-3.0,-5.0
W22 x TIL14 BC1S4# Line_C085,W22TIL14,-1.0,0.0
W22 x TIL14 BC1S4# Line_C086,W22TIL14,0.0,-2.0
W22 x TIL14 BC1S4# Line_C087,W22TIL14,-2.0,-2.0
W22 x TIL14 BC1S4# Line_C088,W22TIL14,0.0,-1.0
W22 x TIL14 BC1S4# Line_C090,W22TIL14,-2.0,-3.0
