ID,population,days2anthesis,days2silk,asi
Z019E0002,19,73.5867,75.7799,2.1022
Z019E0003,19,71.5805,72.7674,1.4528
Z019E0004,19,71.1388,71.9101,1.1647
Z019E0005,19,71.3726,72.0155,1.173
Z019E0006,19,71.748,72.2539,0.9139
Z019E0007,19,71.6854,72.1909,1.194
Z019E0008,19,72.6217,71.9796,-0.1818
Z019E0009,19,70.9093,71.6164,1.276
Z019E0010,19,71.3125,71.83,1.0308
Z019E0011,19,71.5676,72.1986,1.095
Z019E0012,19,70.3159,71.7923,1.8623
Z019E0013,19,72.0756,72.0986,0.4979
Z019E0014,19,70.1181,71.0187,1.1253
Z019E0015,19,71.9671,73.0586,1.4898
Z019E0016,19,71.5012,72.7347,1.4396
Z019E0017,19,71.7493,71.9637,0.6061
Z019E0018,19,73.7336,73.7554,0.3936
Z019E0019,19,70.9534,70.4632,0.4294
Z019E0020,19,71.8521,71.4662,0.268
Z019E0021,19,71.7719,72.7791,1.3032
Z019E0022,19,70.7112,70.0957,0.1471
Z019E0023,19,70.2781,71.0648,1.0008
Z019E0024,19,70.3458,70.4572,0.6304
Z019E0025,19,71.9497,71.7095,0.3626
Z019E0026,19,74.9934,76.0349,1.363
Z019E0027,19,72.4803,73.2767,1.0985
Z019E0028,19,71.9854,73.2881,1.8022
Z019E0029,19,72.4499,72.2628,0.2037
Z019E0030,19,73.4729,75.2534,1.8107
Z019E0031,19,70.2067,70.3426,0.9655
Z019E0032,19,71.0333,71.0637,0.7784
Z019E0033,19,70.6365,70.2961,0.3512
Z019E0034,19,74.1308,75.6674,1.5877
Z019E0035,19,71.9777,74.014,2.2755
Z019E0036,19,70.8895,72.1343,1.3495
Z019E0037,19,72.0441,72.8768,1.282
Z019E0038,19,70.8817,70.9474,0.6896
Z019E0039,19,71.4126,72.9712,1.8177
Z019E0040,19,74.2748,74.1211,0.188
Z019E0041,19,70.7618,71.0131,0.823
Z019E0042,19,70.4326,70.5771,0.7321
Z019E0043,19,71.0824,72.0826,1.3348
Z019E0044,19,71.3833,71.8616,0.8112
Z019E0045,19,70.6571,71.9965,1.5905
Z019E0046,19,72.0345,73.6671,1.9218
Z019E0047,19,70.7711,71.2272,0.7538
Z019E0048,19,70.2609,70.7669,0.8381
Z019E0049,19,71.6932,70.8205,-0.1191
Z019E0050,19,71.7361,72.0394,0.6621
Z019E0051,19,73.2452,72.9996,0.3226
Z019E0052,19,73.0794,74.6051,1.5882
Z019E0053,19,70.2302,70.4884,0.9299
Z019E0054,19,71.9083,73.6349,1.8143
Z019E0055,19,72.1809,74.1043,2.1231
Z019E0056,19,69.5592,70.2177,1.1542
Z019E0057,19,70.4747,70.5102,0.6071
Z019E0058,19,71.2315,71.3746,0.7176
Z019E0059,19,73.5691,74.2021,0.8143
Z019E0060,19,72.1063,72.8841,1.0968
Z019E0061,19,75.0605,75.8602,1.0224
Z019E0062,19,70.6486,69.9488,-0.0767
Z019E0063,19,72.0816,72.7259,1.0107
Z019E0064,19,71.9474,71.3609,0.215
Z019E0065,19,70.7688,71.5849,0.9645
Z019E0066,19,71.5163,71.6717,0.8772
Z019E0067,19,72.1527,72.2498,0.8309
Z019E0068,19,70.4725,71.114,0.8787
Z019E0069,19,72.6069,72.7245,0.4529
Z019E0070,19,71.3312,71.6888,0.7424
Z019E0071,19,70.6257,70.9229,0.9882
Z019E0072,19,71.2014,71.3325,0.6743
Z019E0073,19,72.1936,72.7691,1.0604
Z019E0074,19,74.1078,74.8236,1.1192
Z019E0075,19,70.2818,71.326,1.1583
Z019E0076,19,71.9117,73.7396,2.0433
Z019E0077,19,70.7008,71.1332,0.8616
Z019E0078,19,72.76,75.1324,2.3595
Z019E0079,19,73.1931,76.4509,2.8215
Z019E0080,19,71.8493,73.5997,1.6992
Z019E0081,19,71.727,72.1592,0.9288
Z019E0082,19,71.9922,71.033,-0.1722
Z019E0083,19,71.0254,72.005,1.308
Z019E0084,19,74.2676,74.6051,0.7366
Z019E0085,19,73.3391,74.7996,1.714
Z019E0086,19,72.4418,72.7368,0.7841
Z019E0087,19,72.2946,71.9039,0.3807
Z019E0088,19,72.7734,73.5182,1.1204
Z019E0089,19,71.5263,72.2429,1.3051
Z019E0090,19,75.0952,74.6063,0.2625
Z019E0091,19,73.6323,73.7469,0.3455
Z019E0092,19,72.0967,72.9551,0.7901
Z019E0093,19,74.3475,74.3908,0.1476
Z019E0094,19,72.0386,75.1762,2.9456
Z019E0095,19,72.2121,72.0227,0.4661
Z019E0096,19,69.7828,69.478,0.269
Z019E0097,19,70.4516,70.6536,0.4901
Z019E0098,19,71.1997,71.2562,0.3589
Z019E0099,19,73.7282,75.4383,1.7702
Z019E0100,19,72.8278,75.4335,2.6116
Z019E0101,19,71.4883,71.8918,0.719
Z019E0102,19,71.2836,71.0262,0.2809
Z019E0103,19,69.7482,70.2857,1.1035
Z019E0104,19,72.6827,73.6376,1.211
Z019E0105,19,70.837,71.0004,0.6632
Z019E0106,19,71.8726,71.7211,0.3544
Z019E0107,19,71.8705,72.7591,1.1148
Z019E0108,19,71.5018,70.9858,0.2979
Z019E0109,19,73.2517,74.8081,1.9229
Z019E0110,19,71.4909,71.5066,0.2664
Z019E0111,19,70.5437,71.5792,1.3111
Z019E0112,19,71.2433,70.9365,0.0621
Z019E0113,19,71.4403,71.4773,0.5954
Z019E0114,19,72.1495,71.6302,0.0285
Z019E0115,19,71.5181,72.0156,0.7128
Z019E0116,19,71.6607,71.8291,0.5489
Z019E0117,19,72.5514,71.7827,-0.1481
Z019E0118,19,71.6428,71.7663,0.5248
Z019E0119,19,71.5016,71.3497,0.5819
Z019E0120,19,72.85,72.7634,0.3237
Z019E0121,19,72.7265,72.5572,0.4526
Z019E0122,19,73.1214,75.2963,2.2632
Z019E0123,19,72.5065,73.7564,1.3557
Z019E0124,19,71.0153,72.3067,1.626
Z019E0125,19,70.5241,71.5533,1.4361
Z019E0126,19,71.1089,72.1731,1.03
Z019E0127,19,70.7121,70.9447,0.5612
Z019E0128,19,69.7989,72.0028,2.2598
Z019E0129,19,71.4381,72.2526,1.2959
Z019E0130,19,69.8398,70.7381,1.0582
Z019E0131,19,71.6323,70.9259,-0.0876
Z019E0132,19,74.2286,76.7179,2.5482
Z019E0133,19,72.4898,72.107,0.17
