ID,population,days2anthesis,days2silk,asi
Z005E0001,5,76.4647,77.7261,0.9954
Z005E0003,5,79.8597,82.1197,2.0148
Z005E0004,5,78.9353,82.0777,2.2059
Z005E0005,5,80.6491,84.0728,2.7897
Z005E0006,5,88.7765,87.9086,-0.1752
Z005E0007,5,79.2717,78.5979,-0.3305
Z005E0008,5,80.9601,81.6735,0.8004
Z005E0009,5,79.9049,80.9427,0.8769
Z005E0010,5,80.8096,82.6086,1.8583
Z005E0011,5,77.3211,78.039,0.77
Z005E0012,5,77.4187,79.1747,1.6017
Z005E0013,5,78.0282,79.4604,1.3207
Z005E0014,5,78.3118,81.9789,2.7702
Z005E0015,5,85.0185,88.9611,3.2477
Z005E0016,5,78.2267,79.5027,1.2609
Z005E0017,5,82.8963,85.0199,2.0774
Z005E0018,5,81.0164,81.9591,0.7911
Z005E0019,5,77.8469,78.4747,0.0708
Z005E0020,5,79.9786,82.3084,1.7987
Z005E0021,5,77.6154,77.7084,0.553
Z005E0022,5,79.3087,82.0566,2.1578
Z005E0023,5,81.3098,81.0559,0.1523
Z005E0024,5,78.6943,81.3699,1.9404
Z005E0025,5,77.3142,79.0893,1.3804
Z005E0027,5,77.8289,79.0015,1.2389
Z005E0028,5,81.5706,84.7462,2.1978
Z005E0029,5,78.7913,80.3598,1.1348
Z005E0032,5,82.67,83.7807,0.8387
Z005E0033,5,78.8979,80.057,1.0459
Z005E0034,5,87.1885,90.1955,2.144
Z005E0035,5,79.6922,81.0071,1.4416
Z005E0036,5,86.0433,86.9197,1.0451
Z005E0037,5,78.976,81.6458,2.8139
Z005E0038,5,83.7266,83.0283,-0.0166
Z005E0039,5,81.331,82.6029,1.1319
Z005E0040,5,82.576,84.4802,1.8711
Z005E0042,5,78.8387,80.4097,1.3604
Z005E0043,5,79.9611,82.5936,2.4579
Z005E0044,5,76.7088,78.3218,0.9931
Z005E0045,5,80.745,82.5085,1.6148
Z005E0046,5,78.3657,80.7136,2.1877
Z005E0047,5,78.0763,79.3899,1.2433
Z005E0048,5,78.1021,82.6441,4.0039
Z005E0049,5,87.5063,88.7718,1.4691
Z005E0050,5,80.5523,81.9498,1.4998
Z005E0051,5,83.3674,83.4424,0.2368
Z005E0052,5,77.3385,78.8389,1.5135
Z005E0053,5,86.6255,87.7917,1.6295
Z005E0054,5,78.7361,82.7695,3.4252
Z005E0055,5,78.2524,78.9766,0.5746
Z005E0056,5,80.8863,80.8151,0.5023
Z005E0057,5,78.3452,81.8165,3.138
Z005E0058,5,84.795,88.275,2.929
Z005E0059,5,86.6852,87.204,0.2902
Z005E0060,5,79.9523,82.0771,1.7334
Z005E0061,5,78.1251,79.2442,1.2919
Z005E0062,5,78.1261,78.8502,0.6315
Z005E0063,5,79.5548,80.1937,1.0473
Z005E0064,5,87.0706,87.9082,1.2223
Z005E0066,5,78.7032,80.4591,1.7792
Z005E0067,5,80.2493,84.7594,4.0471
Z005E0068,5,78.419,79.5988,1.283
Z005E0069,5,80.0376,80.6027,1.0243
Z005E0070,5,87.8555,89.7102,1.6208
Z005E0071,5,88.8207,87.4379,-0.8757
Z005E0072,5,84.9922,86.1409,1.34
Z005E0073,5,81.003,82.9638,1.8689
Z005E0074,5,80.0117,82.9355,2.6004
Z005E0075,5,79.2889,80.5419,1.16
Z005E0076,5,82.496,83.9807,1.146
Z005E0077,5,82.3103,83.2839,1.2365
Z005E0078,5,86.8173,88.2609,1.3646
Z005E0079,5,76.9051,78.034,1.1648
Z005E0080,5,77.8019,78.7455,0.8983
Z005E0081,5,77.1928,76.6473,-0.0395
Z005E0082,5,79.5973,82.4416,2.3586
Z005E0083,5,79.397,81.1655,1.5176
Z005E0084,5,79.6328,82.1904,1.9235
Z005E0085,5,79.5529,81.0923,1.5949
Z005E0087,5,77.1149,78.6141,1.4322
Z005E0088,5,78.6889,80.9036,2.0996
Z005E0089,5,80.7065,85.3486,3.5113
Z005E0090,5,78.8574,81.6184,2.2478
Z005E0091,5,79.419,79.9277,0.6254
Z005E0092,5,82.6645,83.2611,0.9145
Z005E0093,5,77.7233,78.1347,0.7034
Z005E0094,5,79.3196,80.1042,0.8168
Z005E0095,5,80.084,79.5689,-0.0047
Z005E0096,5,78.2235,79.9103,1.4813
Z005E0097,5,78.5018,79.9414,1.1723
Z005E0098,5,86.0935,88.5089,2.5773
Z005E0099,5,79.3235,79.541,0.3825
Z005E0100,5,76.0935,79.01,2.289
Z005E0101,5,85.1885,84.0899,-0.3702
Z005E0102,5,77.5772,78.2777,1.0299
Z005E0103,5,83.6422,84.2897,0.9518
Z005E0104,5,78.6982,82.3889,2.9034
Z005E0105,5,77.8542,80.6277,2.284
Z005E0106,5,80.4236,83.2327,2.465
Z005E0107,5,77.3938,78.7941,1.515
Z005E0108,5,78.1,80.3146,2.0792
Z005E0109,5,78.6067,79.4642,0.79
Z005E0110,5,77.4655,78.1778,0.7569
Z005E0111,5,76.0905,79.3526,1.6401
Z005E0112,5,75.9556,77.557,1.9192
Z005E0113,5,77.7187,78.9033,1.0786
Z005E0114,5,79.137,81.4009,2.1732
Z005E0115,5,77.9398,78.9913,1.0808
Z005E0116,5,78.1581,79.1267,0.8328
Z005E0117,5,78.2815,80.7209,2.2839
Z005E0118,5,79.5767,82.1464,2.2806
Z005E0119,5,78.4821,79.3889,1.109
Z005E0120,5,82.2845,87.6187,4.5692
Z005E0121,5,77.9965,79.0323,0.701
Z005E0122,5,78.7331,79.6436,0.6457
Z005E0123,5,75.549,77.9497,1.8033
Z005E0124,5,82.4869,85.8733,3.2078
Z005E0125,5,81.2715,81.6047,0.1055
Z005E0126,5,78.5629,80.523,1.4894
Z005E0127,5,79.8254,81.6562,1.7096
Z005E0128,5,83.184,86.2612,2.5308
Z005E0129,5,79.7667,80.3146,0.8622
Z005E0130,5,77.0795,78.8301,1.6399
Z005E0131,5,86.7349,89.2058,2.2952
Z005E0133,5,80.9881,82.2542,1.2978
Z005E0134,5,78.8701,80.3022,1.3589
Z005E0135,5,82.8615,83.8745,1.014
Z005E0136,5,80.0603,80.7735,0.5367
Z005E0137,5,80.0948,81.2781,1.2174
Z005E0138,5,83.4103,87.1301,3.438
Z005E0139,5,79.0264,81.6245,2.7182
Z005E0141,5,77.2523,78.6805,1.4515
Z005E0142,5,78.6823,80.0216,1.2972
Z005E0143,5,78.9868,80.4917,1.5317
Z005E0144,5,84.4996,84.4627,0.4052
Z005E0145,5,81.6132,84.0813,2.3711
Z005E0146,5,77.5547,77.7609,0.4408
Z005E0147,5,79.7459,79.4304,-0.2743
Z005E0148,5,78.223,80.4466,2.1139
Z005E0149,5,78.7442,80.4892,1.5376
Z005E0150,5,82.2683,83.3248,1.0863
Z005E0151,5,83.9844,85.1006,2.4068
Z005E0152,5,82.0453,82.8419,0.8988
Z005E0153,5,85.4283,87.8928,2.3515
Z005E0154,5,78.3285,79.0121,0.4596
Z005E0155,5,81.0796,82.463,1.0793
Z005E0156,5,77.7965,80.3398,2.1078
Z005E0157,5,87.286,88.6814,1.8128
Z005E0158,5,79.0075,79.6235,0.3682
Z005E0159,5,80.532,81.6323,0.9667
Z005E0160,5,79.0771,80.2736,1.5771
Z005E0161,5,76.195,77.2972,0.8861
Z005E0162,5,79.8542,81.4595,1.7171
Z005E0163,5,82.1866,83.6945,1.8914
Z005E0164,5,85.3428,88.7236,2.9274
Z005E0165,5,80.9282,82.3495,1.2076
Z005E0166,5,79.054,80.8956,2.3154
Z005E0167,5,85.2884,85.6551,0.5944
Z005E0168,5,84.8886,84.2864,-0.1442
Z005E0169,5,82.2384,84.5954,2.1907
Z005E0170,5,79.333,79.7679,0.564
Z005E0171,5,81.3883,85.1296,3.2083
Z005E0172,5,77.5067,78.7754,1.182
Z005E0173,5,76.6318,78.107,1.3715
Z005E0174,5,80.5531,81.2669,0.9441
Z005E0175,5,79.9899,81.1054,1.0886
Z005E0176,5,78.7081,81.2925,2.1361
Z005E0178,5,83.6445,83.6905,0.8923
Z005E0179,5,78.1859,78.91,0.9967
Z005E0180,5,76.4611,78.1427,1.5589
Z005E0181,5,88.4513,90.0911,1.815
Z005E0182,5,85.3603,88.5515,2.4558
Z005E0183,5,81.7066,84.5797,2.6572
Z005E0184,5,79.4751,82.7884,2.9398
Z005E0185,5,79.2563,80.8526,1.5845
Z005E0186,5,78.1601,79.1898,0.7625
Z005E0187,5,86.4415,87.5703,1.1956
Z005E0189,5,79.9835,81.3308,1.4946
Z005E0190,5,78.0347,79.1521,1.3747
Z005E0191,5,87.4968,89.0422,1.7989
Z005E0192,5,83.381,84.4782,0.8247
Z005E0193,5,77.6105,78.447,0.9817
Z005E0195,5,78.0705,80.3585,1.5969
Z005E0196,5,78.9586,80.8022,1.4164
Z005E0197,5,81.1085,82.0754,1.0169
Z005E0198,5,78.7831,80.7794,1.714
Z005E0199,5,80.5563,82.5497,1.9537
