ID,population,days2anthesis,days2silk,asi
Z021E0001,21,75.9597,76.2929,0.5774
Z021E0002,21,75.1585,75.5182,0.8302
Z021E0003,21,75.8272,77.4747,1.3275
Z021E0004,21,76.7073,79.3398,2.1349
Z021E0005,21,76.0908,77.5962,1.4342
Z021E0006,21,75.5102,76.9989,1.6032
Z021E0007,21,73.9747,75.9648,2.1378
Z021E0008,21,72.391,73.9918,1.5666
Z021E0009,21,75.0464,76.6617,1.3887
Z021E0010,21,74.5908,76.8157,1.845
Z021E0011,21,74.7301,76.2748,1.39
Z021E0012,21,75.7515,77.0117,1.4192
Z021E0013,21,78.1245,79.6131,1.6018
Z021E0014,21,77.9166,79.7179,1.4508
Z021E0015,21,75.6204,75.7177,0.4848
Z021E0016,21,74.7961,78.3932,3.2095
Z021E0017,21,75.2563,75.7546,0.713
Z021E0019,21,78.8527,82.4559,2.8026
Z021E0020,21,75.3769,75.7271,0.7387
Z021E0022,21,79.0363,83.9872,3.2147
Z021E0023,21,75.6892,77.0262,1.4521
Z021E0024,21,74.1933,75.8255,1.5981
Z021E0025,21,74.7773,76.7895,1.7548
Z021E0026,21,76.9767,77.5294,0.8697
Z021E0027,21,74.5419,75.3228,1.0155
Z021E0028,21,74.5601,75.1552,0.7883
Z021E0029,21,74.8528,76.1661,1.414
Z021E0030,21,74.0493,75.6318,1.7187
Z021E0031,21,76.8651,79.8981,2.442
Z021E0032,21,74.9087,75.9803,1.2543
Z021E0033,21,73.3039,73.0108,0.5122
Z021E0034,21,76.0588,78.0146,1.9428
Z021E0035,21,74.9275,76.5091,1.7332
Z021E0036,21,75.6588,77.2521,1.5508
Z021E0037,21,75.2292,75.691,0.7684
Z021E0038,21,73.985,74.3115,0.9277
Z021E0039,21,76.064,78.0436,1.7658
Z021E0040,21,77.7374,79.8533,2.1801
Z021E0041,21,76.5129,78.8627,2.1243
Z021E0042,21,75.2467,76.8943,1.5695
Z021E0043,21,76.5392,77.6157,0.9962
Z021E0044,21,72.5247,74.59,2.0756
Z021E0045,21,76.303,78.0973,1.8167
Z021E0046,21,76.4939,77.2932,1.1219
Z021E0047,21,74.9743,78.5027,2.8614
Z021E0048,21,75.9032,77.7016,1.7403
Z021E0049,21,74.0157,76.2212,2.2174
Z021E0050,21,76.2518,77.6924,1.6502
Z021E0051,21,76.7027,77.9435,1.2975
Z021E0052,21,74.7874,76.595,1.4685
Z021E0053,21,75.348,76.0209,1.0193
Z021E0054,21,75.8986,78.2668,2.2426
Z021E0055,21,77.7383,79.2401,1.377
Z021E0057,21,75.0386,76.6184,1.7902
Z021E0058,21,76.0631,78.5874,2.5465
Z021E0059,21,75.4403,76.8505,1.6406
Z021E0060,21,75.7069,77.3019,1.6847
Z021E0062,21,74.5846,76.2063,1.7967
Z021E0063,21,72.5808,74.1604,1.7093
Z021E0064,21,77.6246,78.7336,1.1273
Z021E0065,21,74.0907,75.0106,1.1975
Z021E0066,21,73.9879,75.1265,1.2508
Z021E0067,21,74.1478,76.5816,2.2432
Z021E0069,21,74.2681,74.0618,0.397
Z021E0070,21,76.5524,77.0347,0.7557
Z021E0071,21,75.9052,75.6869,0.2708
Z021E0072,21,75.5125,76.0111,0.8079
Z021E0073,21,76.8741,79.3595,2.0881
Z021E0074,21,77.0363,79.3109,1.4736
Z021E0075,21,75.263,76.5487,1.0877
Z021E0076,21,74.4608,75.9762,1.5171
Z021E0077,21,75.6781,76.5207,1.2736
Z021E0078,21,74.3707,75.0045,1.0188
Z021E0079,21,75.5734,77.7646,2.0994
Z021E0080,21,73.0049,73.551,0.7837
Z021E0081,21,76.8434,79.9662,2.7419
Z021E0082,21,76.1603,77.2061,1.1311
Z021E0083,21,75.4494,76.816,1.4708
Z021E0084,21,74.9824,77.5515,2.3232
Z021E0085,21,74.8483,75.6782,1.0938
Z021E0086,21,77.2221,78.8355,1.632
Z021E0087,21,75.0432,76.4828,1.4535
Z021E0088,21,75.1581,77.0334,1.6088
Z021E0089,21,75.3849,77.1256,1.4932
Z021E0090,21,75.2952,76.5745,1.4816
Z021E0091,21,74.3081,76.6576,2.2238
Z021E0092,21,72.4879,74.0778,1.6708
Z021E0093,21,72.8961,74.7801,1.8481
Z021E0094,21,76.5633,77.8082,1.343
Z021E0096,21,75.4019,76.3315,1.0543
Z021E0097,21,73.1465,75.0575,1.9487
Z021E0099,21,75.5809,77.4061,1.6953
Z021E0100,21,73.5193,74.4791,1.3149
Z021E0101,21,74.9581,75.9468,1.079
Z021E0102,21,73.404,74.5658,1.2284
Z021E0103,21,73.787,74.0438,0.5146
Z021E0104,21,74.8747,76.6903,1.6436
Z021E0105,21,75.3618,76.9487,1.5808
