ID,population,days2anthesis,days2silk,asi
Z011E0001,11,73.5402,74.7263,1.6663
Z011E0002,11,71.3809,73.4794,2.296
Z011E0003,11,70.371,70.7557,0.8182
Z011E0004,11,71.2313,72.189,1.1934
Z011E0005,11,72.8869,75.168,2.1846
Z011E0006,11,71.2366,72.4238,1.5318
Z011E0007,11,72.8042,73.9004,1.2086
Z011E0008,11,71.1464,72.2687,1.4553
Z011E0009,11,70.8136,72.0845,1.6546
Z011E0010,11,69.8604,71.4737,2.0127
Z011E0011,11,75.2119,77.2993,2.406
Z011E0012,11,70.7718,73.1774,2.4099
Z011E0013,11,75.22,77.6997,2.4606
Z011E0014,11,72.3825,72.8592,0.8144
Z011E0015,11,70.2594,73.0277,2.5239
Z011E0016,11,71.7841,71.4916,0.4943
Z011E0017,11,71.7504,74.2067,2.2891
Z011E0018,11,71.2709,72.0809,1.2093
Z011E0019,11,69.2835,70.4208,1.55
Z011E0020,11,74.734,76.5117,2.0214
Z011E0021,11,69.035,70.0359,1.4108
Z011E0022,11,74.5836,76.1619,1.9488
Z011E0023,11,73.3838,75.3255,1.8389
Z011E0024,11,71.4639,72.6611,1.5016
Z011E0025,11,71.9331,73.5191,1.7203
Z011E0026,11,72.2549,74.611,2.231
Z011E0027,11,71.2233,71.6292,1.0138
Z011E0028,11,71.7323,72.1526,1.0653
Z011E0029,11,71.1391,71.3912,0.7804
Z011E0030,11,69.6773,72.0688,2.3549
Z011E0031,11,71.0561,71.149,0.747
Z011E0032,11,70.5876,72.4192,2.2245
Z011E0033,11,71.1619,71.6066,1.1443
Z011E0034,11,70.9756,70.674,0.2469
Z011E0035,11,74.5892,75.6273,1.5353
Z011E0036,11,69.6993,71.3475,1.716
Z011E0037,11,70.3704,71.8849,1.5448
Z011E0038,11,70.2398,70.1166,0.6411
Z011E0039,11,71.7255,73.0189,1.767
Z011E0041,11,70.9721,71.1704,0.8701
Z011E0043,11,71.9045,72.8902,1.3362
Z011E0044,11,74.4922,75.3879,1.3426
Z011E0045,11,70.7979,71.7925,1.4662
Z011E0046,11,71.5414,74.3547,2.7332
Z011E0047,11,71.1742,72.8165,1.9004
Z011E0048,11,73.4989,77.1945,1.7343
Z011E0049,11,71.0552,72.304,1.7534
Z011E0050,11,74.4462,76.117,1.7668
Z011E0051,11,75.5398,75.811,0.9199
Z011E0052,11,71.3095,73.6997,2.6648
Z011E0053,11,70.8127,73.2339,2.2483
Z011E0054,11,72.6508,74.306,1.905
Z011E0055,11,69.5622,70.6074,1.3695
Z011E0056,11,69.9966,71.0013,1.3135
Z011E0057,11,72.5066,74.545,2.0442
Z011E0058,11,69.6048,71.369,2.0126
Z011E0059,11,76.4075,79.8759,3.2808
Z011E0061,11,71.037,72.2758,1.4824
Z011E0062,11,78.8157,79.2643,0.7571
Z011E0063,11,71.1537,72.2918,1.6019
Z011E0064,11,72.4421,74.9394,2.4104
Z011E0065,11,71.9222,72.0527,0.6205
Z011E0067,11,75.2125,77.264,2.06
Z011E0068,11,74.611,76.9866,2.3355
Z011E0069,11,71.4709,72.928,1.6461
Z011E0070,11,75.3474,77.3678,2.1834
Z011E0071,11,70.9584,72.8718,2.0105
Z011E0072,11,71.6026,72.5387,1.231
Z011E0073,11,72.3998,74.0681,1.9566
Z011E0074,11,71.6677,72.3749,1.1393
Z011E0075,11,71.4439,72.5403,1.1926
