ID,population,days2anthesis,days2silk,asi
Z026E0001,26,77.5841,82.0205,4.0173
Z026E0002,26,77.1664,80.8278,3.4972
Z026E0003,26,78.4975,84.3007,5.2101
Z026E0004,26,82.5014,88.7628,5.0515
Z026E0005,26,77.5975,81.4275,3.4195
Z026E0006,26,76.7343,78.4908,1.5646
Z026E0007,26,77.9566,82.1439,3.4288
Z026E0009,26,81.8651,86.7208,4.5891
Z026E0010,26,78.2435,81.4045,3.0533
Z026E0011,26,75.2215,79.2126,3.271
Z026E0012,26,78.871,80.5344,1.3543
Z026E0013,26,78.2051,81.1878,3.2891
Z026E0014,26,78.8443,82.0762,3.2622
Z026E0015,26,81.1925,85.433,4.1057
Z026E0016,26,77.7073,81.0425,3.8486
Z026E0017,26,78.2934,80.3491,1.9899
Z026E0018,26,74.5992,76.0372,1.4003
Z026E0019,26,78.9095,84.805,5.2196
Z026E0020,26,77.1267,80.6737,3.2235
Z026E0021,26,78.1343,80.4072,1.9788
Z026E0022,26,75.8314,77.0587,1.1089
Z026E0023,26,77.3492,84.3592,6.1607
Z026E0024,26,81.1094,82.7314,1.413
Z026E0025,26,78.6843,80.8602,2.086
Z026E0026,26,76.5913,79.6982,2.5086
Z026E0027,26,80.0708,85.0587,4.3056
Z026E0028,26,79.1592,83.5612,4.3306
Z026E0029,26,77.6639,80.704,3.0838
Z026E0030,26,76.7832,79.8174,2.4582
Z026E0031,26,78.8602,83.1474,3.6079
Z026E0032,26,77.6938,81.4573,3.5812
Z026E0033,26,78.0579,81.2719,2.9101
Z026E0034,26,79.5484,81.5836,2.0276
Z026E0035,26,78.5728,84.3743,5.1528
Z026E0036,26,83.2999,88.3888,4.6685
Z026E0037,26,77.1496,78.4645,1.3836
Z026E0038,26,81.1675,85.5893,3.9003
Z026E0039,26,82.4339,87.3702,5.0844
Z026E0040,26,80.8459,83.523,2.3576
Z026E0041,26,78.3132,82.7565,3.9988
Z026E0042,26,77.5372,81.383,2.9017
Z026E0043,26,78.2578,80.6846,2.085
Z026E0044,26,80.1261,82.6947,2.1438
Z026E0045,26,77.4736,80.1214,2.2672
Z026E0046,26,77.0859,81.2309,3.7761
Z026E0047,26,80.7558,84.1188,3.1663
Z026E0048,26,80.1144,83.6471,3.792
Z026E0049,26,85.5246,88.1207,1.629
Z026E0050,26,78.3989,81.9381,3.0775
Z026E0051,26,76.8779,78.2267,1.5676
Z026E0052,26,81.9969,85.511,3.6062
Z026E0053,26,76.9128,81.5091,4.0842
Z026E0054,26,77.1311,82.0429,4.6269
Z026E0055,26,79.826,81.0797,1.3042
Z026E0056,26,76.8341,79.0404,2.0612
Z026E0057,26,76.8923,80.8047,3.9803
Z026E0059,26,77.5153,83.3013,4.682
Z026E0060,26,80.5845,83.409,2.9603
Z026E0061,26,80.6001,83.0954,2.4615
Z026E0062,26,78.5744,81.7843,2.9663
Z026E0063,26,77.8321,80.8638,3.0636
Z026E0064,26,75.9362,80.5171,3.9311
Z026E0065,26,78.1122,80.205,2.0519
Z026E0066,26,76.6261,79.1877,2.2885
Z026E0067,26,77.4878,80.8489,3.1364
Z026E0068,26,78.0104,80.1536,2.1535
Z026E0069,26,74.963,77.321,2.2879
Z026E0070,26,77.8712,81.1119,2.6187
Z026E0071,26,82.6834,85.5529,2.6566
Z026E0072,26,74.8041,76.1587,1.2153
Z026E0073,26,78.3312,79.8159,0.9905
Z026E0074,26,80.8064,83.1986,2.1938
Z026E0075,26,76.6696,79.4494,2.2526
Z026E0077,26,77.267,78.2465,1.0989
Z026E0078,26,78.9928,82.7628,3.6194
Z026E0079,26,79.9787,82.7605,2.1101
Z026E0080,26,78.9287,80.1437,0.887
Z026E0081,26,75.3767,78.179,2.4731
Z026E0082,26,79.1612,81.5651,1.8816
Z026E0084,26,79.5289,83.1355,3.1671
Z026E0085,26,75.7847,76.6145,0.9141
Z026E0086,26,78.7284,81.637,2.3528
Z026E0087,26,79.1441,83.9293,4.2318
Z026E0088,26,78.7926,81.4008,2.4388
Z026E0089,26,79.5818,80.5754,1.0349
Z026E0090,26,79.4021,83.9306,3.9561
Z026E0091,26,84.7507,86.3989,0.9472
Z026E0092,26,80.1542,82.4919,2.3985
Z026E0093,26,81.7849,83.6607,2.0002
Z026E0094,26,76.9772,80.8419,3.0578
Z026E0095,26,77.051,83.4446,5.8901
Z026E0096,26,78.1895,79.8944,1.492
Z026E0097,26,78.6679,81.511,2.7202
Z026E0099,26,80.1836,84.1522,3.3461
Z026E0100,26,77.7972,79.4811,1.5724
Z026E0101,26,79.1684,82.9868,3.6956
Z026E0102,26,79.127,82.6444,3.0388
Z026E0103,26,77.8472,79.9668,2.6063
Z026E0104,26,81.4964,84.6126,2.3241
Z026E0105,26,77.2989,82.3941,4.7198
Z026E0107,26,79.2356,81.1185,1.9353
Z026E0108,26,78.5049,79.5284,1.1333
Z026E0109,26,78.2498,80.3146,1.9145
Z026E0110,26,78.0543,80.7166,2.0875
Z026E0111,26,79.0292,80.8896,1.7668
Z026E0112,26,75.3735,80.2374,4.0008
Z026E0113,26,80.1745,81.7733,1.3334
Z026E0114,26,78.7357,82.4052,3.0531
Z026E0115,26,79.5823,79.9643,0.6772
Z026E0116,26,78.3652,78.9822,0.7518
Z026E0117,26,77.443,80.8015,3.0827
Z026E0118,26,79.7425,81.6528,1.7338
Z026E0119,26,77.0149,81.6307,4.1209
Z026E0120,26,82.8123,87.9246,4.6188
Z026E0121,26,79.08,80.9692,2.0642
Z026E0122,26,80.7956,82.8018,1.9197
Z026E0123,26,78.6446,78.9128,0.1259
Z026E0124,26,79.7694,80.9368,1.1553
Z026E0125,26,75.1921,79.2269,3.5498
