ID,population,days2anthesis,days2silk,asi
Z015E0001,15,80.609,81.0909,0.5238
Z015E0002,15,80.8738,80.6357,-0.0846
Z015E0003,15,79.3122,80.8735,1.4906
Z015E0004,15,75.7852,75.6718,-0.2566
Z015E0005,15,77.5855,80.8896,2.4804
Z015E0006,15,77.3696,78.0724,0.5266
Z015E0007,15,79.9632,80.4242,0.3826
Z015E0008,15,79.7648,80.684,0.8047
Z015E0009,15,78.9611,81.8853,2.3524
Z015E0010,15,79.533,80.0357,0.5916
Z015E0011,15,77.4778,77.9998,0.5817
Z015E0012,15,78.6426,80.7119,1.7874
Z015E0013,15,78.1993,79.5271,1.1171
Z015E0014,15,77.3595,79.1724,1.7475
Z015E0015,15,83.5698,84.4722,0.8736
Z015E0016,15,78.5899,81.2587,2.1802
Z015E0017,15,77.5346,80.6218,2.7407
Z015E0019,15,78.2285,78.9404,0.8138
Z015E0020,15,80.9269,81.6165,0.8187
Z015E0021,15,80.032,83.6701,2.6863
Z015E0022,15,77.6224,78.2377,0.5931
Z015E0023,15,76.7173,79.454,2.4752
Z015E0024,15,82.5976,86.1788,3.0839
Z015E0027,15,78.4437,80.7542,2.0364
Z015E0028,15,83.6843,84.8912,1.1879
Z015E0029,15,77.2432,78.9504,1.1972
Z015E0030,15,79.0753,79.3806,0.9268
Z015E0032,15,78.5895,79.7978,1.1922
Z015E0033,15,76.8056,77.809,0.8075
Z015E0034,15,77.9625,79.2432,1.1375
Z015E0035,15,80.156,81.3866,0.9654
Z015E0036,15,76.6192,78.5591,1.6754
Z015E0037,15,80.1389,82.404,2.0053
Z015E0038,15,75.8944,78.6264,2.1875
Z015E0039,15,77.7818,81.3695,2.8096
Z015E0040,15,79.9168,81.3598,1.0923
Z015E0041,15,77.8806,78.3012,0.4317
Z015E0042,15,75.8718,77.247,1.0719
Z015E0043,15,79.748,82.0378,1.8563
Z015E0044,15,80.0199,82.2809,1.8451
Z015E0045,15,80.2363,81.7994,1.3908
Z015E0046,15,80.228,80.4349,0.2685
Z015E0047,15,81.2323,82.3661,1.0088
Z015E0048,15,81.0,82.6229,1.3088
Z015E0049,15,79.5463,81.1445,1.5043
Z015E0050,15,80.8783,81.21,0.5197
Z015E0051,15,82.6188,84.5004,1.5288
Z015E0052,15,77.6126,78.1134,0.6659
Z015E0053,15,79.4104,81.2457,1.6507
Z015E0054,15,78.4722,80.7453,1.6761
Z015E0055,15,78.2231,81.3548,2.3609
Z015E0056,15,78.9176,80.8275,1.5743
Z015E0057,15,79.0837,80.5929,1.2642
Z015E0058,15,77.7769,79.3474,1.7917
Z015E0059,15,75.7609,77.2382,1.3458
Z015E0060,15,85.5734,86.7275,1.0179
Z015E0061,15,80.7956,81.3529,0.7956
Z015E0062,15,76.7848,78.2246,1.5414
Z015E0063,15,78.1091,78.8069,0.657
Z015E0064,15,75.2404,76.0031,0.6651
Z015E0065,15,79.32,80.4825,1.0411
Z015E0066,15,79.112,79.3835,0.5579
Z015E0067,15,78.2837,79.0891,0.4542
Z015E0068,15,80.5995,81.0148,0.2305
Z015E0069,15,78.8421,79.787,0.8983
Z015E0070,15,79.0846,80.1908,1.0209
Z015E0071,15,76.2469,78.3676,1.7755
Z015E0072,15,78.7974,79.774,0.9488
Z015E0073,15,79.7071,81.6543,1.584
Z015E0074,15,78.291,80.395,1.8497
Z015E0075,15,78.1795,79.2412,0.9797
Z015E0076,15,80.9259,82.4683,1.3838
Z015E0077,15,79.7122,81.4825,1.5216
Z015E0078,15,78.8304,80.094,1.0851
Z015E0079,15,78.8751,80.027,0.7687
Z015E0080,15,76.5194,77.9827,1.1412
Z015E0081,15,77.4395,78.8561,1.1757
Z015E0082,15,77.503,80.3336,2.41
Z015E0083,15,77.6456,80.0839,2.3026
Z015E0084,15,78.1107,81.0613,2.2121
Z015E0085,15,76.9921,77.9997,1.2151
Z015E0086,15,78.5642,79.8644,0.9929
Z015E0088,15,79.2893,80.9339,1.2159
Z015E0089,15,78.2523,78.0454,-0.1164
Z015E0090,15,78.7545,83.8589,4.1225
Z015E0091,15,77.9225,79.3265,0.9783
Z015E0092,15,80.3721,82.0243,1.2632
Z015E0093,15,77.5826,78.1758,0.5983
Z015E0094,15,78.3347,79.9851,1.3741
Z015E0095,15,77.8321,78.7661,0.9948
Z015E0096,15,80.4851,80.2017,-0.3308
Z015E0097,15,79.3186,79.9305,0.7464
Z015E0099,15,80.6328,81.9473,1.1154
Z015E0100,15,79.1712,81.045,1.5175
Z015E0101,15,81.3628,86.0979,3.7515
Z015E0103,15,78.4261,79.2304,0.7965
Z015E0104,15,78.8963,80.6896,1.553
Z015E0105,15,77.1644,78.1576,0.8771
Z015E0106,15,80.6693,82.2394,1.5881
Z015E0107,15,79.0228,80.3383,1.1418
Z015E0109,15,78.7338,81.6824,2.3203
Z015E0110,15,81.1103,81.5427,0.3864
Z015E0111,15,79.3308,80.8535,1.4635
Z015E0113,15,77.4344,79.8459,2.2119
Z015E0114,15,80.7824,80.2092,-0.2264
Z015E0116,15,78.5688,79.7829,1.1077
Z015E0118,15,76.7759,78.0622,1.3142
Z015E0119,15,83.542,86.5893,2.3985
Z015E0120,15,81.7432,82.0825,0.3601
Z015E0123,15,75.4293,77.6112,1.5536
Z015E0124,15,77.3134,79.5036,1.6417
Z015E0125,15,78.0003,79.6954,1.3939
Z015E0126,15,78.3078,81.0578,2.2227
Z015E0127,15,75.8623,76.468,0.9996
Z015E0128,15,74.9769,76.4758,1.3073
Z015E0129,15,78.6651,81.1975,2.065
Z015E0130,15,80.2838,80.9596,0.6743
Z015E0131,15,78.1978,78.0351,0.0942
Z015E0132,15,78.3697,80.3617,1.4465
Z015E0133,15,81.3718,85.1316,3.2798
Z015E0134,15,78.8751,79.4371,0.4711
Z015E0135,15,74.6591,75.9306,1.0297
Z015E0136,15,77.7955,79.6364,1.5926
Z015E0137,15,76.6715,77.5004,0.781
Z015E0138,15,81.3426,82.1148,0.7899
Z015E0139,15,79.4451,80.506,0.9304
Z015E0140,15,80.5102,82.4587,1.4988
Z015E0141,15,78.9912,79.2175,0.1397
Z015E0142,15,78.5625,78.6051,0.2995
Z015E0143,15,75.8688,76.4033,0.7975
Z015E0144,15,80.1946,79.7494,-0.1617
Z015E0145,15,77.4971,79.4725,1.71
Z015E0146,15,79.9962,80.9857,0.8807
