ID,population,RBN,CL,RL,DTF3,FT16,FT10
88,0,2.3534,8.9488,33.4225,60.9184,60.8343,69.0711
108,0,4.2606,7.9995,36.4293,62.5893,62.4971,77.5109
139,0,,7.6379,40.6687,63.1061,63.0229,76.3574
159,0,4.4817,8.1127,46.6716,67.0934,66.992,79.5278
265,1,,8.8147,24.7254,51.0615,51.1115,66.2468
350,0,4.5338,9.4582,31.4684,61.9052,61.8177,76.1232
351,0,3.2399,12.4314,40.7536,75.5705,75.4798,76.8509
403,2,3.4065,8.4687,39.7284,64.933,63.9997,69.6666
410,2,5.852,9.9479,44.7783,75.9292,75.0033,82.0639
424,2,3.8153,11.0251,48.6161,78.8063,77.8644,89.0144
428,2,3.8712,9.4762,38.0339,69.7026,68.7749,81.7341
430,2,4.4282,6.7299,40.2354,65.6402,64.7095,97.8687
630,0,4.2991,11.848,44.2649,69.0998,69.0093,81.063
763,3,3.7134,5.5549,20.0178,41.8944,41.5684,68.9397
765,3,4.2787,4.9235,18.078,39.6368,39.3151,60.2394
766,3,4.3591,5.7628,22.817,44.669,44.3535,66.8553
768,3,4.6616,11.018,35.6488,80.6973,80.3728,79.4062
772,3,4.8928,6.2173,23.1113,46.3986,46.0763,70.6826
801,4,3.1644,16.3376,67.192,98.3025,98.2752,99.6853
870,4,,9.6384,47.3447,72.5949,72.5128,77.924
915,4,4.1043,7.6676,26.6605,53.8172,53.7839,69.3136
932,0,,12.4214,55.184,78.9591,78.8901,85.3426
991,5,4.4292,22.8285,69.4425,93.3659,93.0147,98.4229
992,5,5.5224,12.5539,67.2276,86.6439,86.3024,103.6331
997,5,,14.9133,53.8855,74.2846,73.9446,89.232
1002,5,3.0259,10.0299,66.972,73.1486,72.8025,90.8552
1061,5,4.2599,18.4853,45.0398,81.3981,81.0438,85.855
1062,5,,13.5209,37.9449,55.1938,54.8356,82.136
1063,5,,7.7885,28.0993,51.1215,50.7776,72.1809
1066,5,,,,,,115.2724
1158,5,,12.4915,37.5641,74.732,74.38,86.7125
1254,6,3.9254,10.7451,27.915,75.7954,75.6858,73.57
1257,6,,9.0643,35.9445,63.213,63.0949,76.0286
1317,1,,12.3347,50.657,105.3533,105.395,106.2924
1552,6,2.8656,12.8158,80.9282,85.1893,85.0674,85.4917
1829,4,2.8545,10.4483,68.2462,108.9287,108.8919,99.667
1853,4,4.9578,10.5374,49.8564,79.6002,79.5736,77.0271
1872,4,,12.3461,61.8322,92.6489,92.6315,85.6158
1890,3,4.2017,11.5856,52.8482,78.4474,78.1094,103.6193
1925,4,2.0435,12.6756,52.6466,99.616,99.5945,94.735
1954,4,6.8566,13.4537,56.5389,110.8601,110.8198,97.9302
2016,1,1.9646,10.4696,50.0302,73.3766,73.4197,79.9975
2171,4,1.722,14.9355,60.4188,92.5336,92.5094,84.3606
2202,1,1.7725,12.5921,64.2062,99.8379,99.8854,99.7591
2276,1,2.6311,12.8354,61.3676,87.6392,87.6672,85.1521
2278,4,2.0964,10.0683,37.8714,95.0843,95.0466,84.5976
2317,1,,9.5179,29.6257,57.1999,57.2297,79.2951
4779,0,2.2207,7.0647,27.0535,60.7086,60.6147,76.3443
4807,0,3.4472,14.8199,65.6139,97.5859,97.5011,87.181
4826,0,2.7528,8.9196,37.5699,61.3836,61.2866,67.7542
4884,0,4.5428,10.5293,35.5533,59.8827,59.7708,77.6819
4900,0,3.4061,8.4491,37.7857,60.6174,60.5159,78.367
4958,0,2.8895,12.5501,82.8824,110.2199,110.1211,98.4246
5023,0,3.3129,8.2611,26.8471,54.2226,54.1338,68.7747
5104,4,2.4682,4.2742,21.1703,51.0065,50.9773,65.5374
5151,1,,10.6828,56.7569,77.1715,77.2261,84.0719
5165,1,4.8005,14.5885,56.0086,85.121,85.1514,88.6288
5210,0,5.5338,12.7494,55.5796,88.1931,88.0963,103.129
5236,0,3.2465,6.9263,25.8289,53.9981,53.9039,66.326
5253,0,1.8186,4.7791,16.9467,48.5266,48.423,70.4561
5276,0,2.3054,8.6453,29.6781,60.1362,60.0448,81.8254
5349,0,4.7321,15.1389,57.6459,107.2882,107.1823,99.1202
5353,0,4.9912,9.7326,47.1338,72.6153,72.5185,78.3114
5486,4,1.8113,4.8854,21.6318,47.7829,47.7381,65.9964
5577,0,,7.3172,33.2942,61.3103,61.2062,74.2939
5644,0,4.2425,6.9024,24.1292,56.6773,56.5892,68.522
5720,1,3.3042,9.3181,38.6903,66.9254,66.9787,94.0666
5726,0,4.4021,8.0043,33.6812,58.4343,58.3454,81.3663
5741,0,3.8462,13.9188,64.4416,98.5924,98.5046,104.3273
5748,4,7.1621,7.0254,23.2558,52.0687,52.0476,66.4051
5757,1,4.4814,12.8179,35.7472,70.1349,70.181,89.7112
5768,1,,11.103,44.9164,88.3043,88.3425,98.1984
5772,1,5.7165,8.6994,31.2423,52.651,52.6968,69.2551
5779,0,8.6919,17.9115,42.5297,77.2519,77.1551,97.6776
5784,1,6.226,12.8825,42.1107,72.8276,72.8735,103.6962
5800,4,3.6205,5.9944,20.1916,49.444,49.4212,67.4103
5811,1,2.5403,8.0099,27.0507,49.7482,49.7947,74.4723
5822,1,4.8244,6.6459,,114.1257,114.1631,114.4712
5830,5,,7.3198,39.5066,62.1735,61.8298,85.718
5831,5,5.7962,9.0602,48.6267,79.7641,79.4231,87.524
5832,5,5.4461,8.9893,38.646,74.1264,73.7829,76.7407
5837,2,,8.9696,38.0607,65.961,65.0381,86.343
5856,6,3.9362,,,,,99.9609
5865,5,4.609,7.9134,44.9949,87.6841,87.3372,97.6732
5867,5,,,,,,117.953
5874,2,4.4657,11.1534,50.8553,79.8204,78.8956,83.9301
5890,2,4.3733,10.4115,37.4031,65.9854,65.0514,84.1573
5893,2,,10.9667,47.1823,74.8547,73.9138,79.7275
5907,2,4.808,10.0952,41.3098,59.3058,58.3757,72.6413
5921,2,4.9292,9.9834,48.4368,66.4904,65.5623,88.3406
5950,2,1.8263,14.8532,61.4371,76.1545,75.2215,87.1078
5984,2,5.3295,7.0778,26.3826,52.6082,51.6873,72.9303
5993,2,3.9742,10.8112,53.0214,75.305,74.3747,88.2704
6008,2,2.8339,8.363,27.7729,53.8418,52.9068,79.561
6009,6,,4.9108,54.3378,83.2719,83.1539,84.2365
6011,6,,9.7839,40.7677,82.3759,82.2532,78.9341
6012,6,,,,94.6957,94.5849,83.4411
6013,6,,5.583,48.5296,63.0567,62.9413,75.3001
6016,6,,9.7866,47.6923,53.6879,53.5801,69.0591
6017,6,,10.3122,66.1136,73.8999,73.7844,77.9676
6019,5,,,,,,91.4298
6020,5,,9.0328,49.3904,74.0964,73.7566,82.1559
6021,5,,12.1621,46.9411,73.8165,73.4641,82.3394
6023,5,,21.9175,49.7956,76.1258,75.7821,81.9965
6024,5,,20.0205,59.3127,102.4211,102.0792,94.5133
6025,6,,,,,,110.8298
6030,6,,10.9999,,98.5683,98.4474,88.4136
6034,5,,16.9644,40.3825,67.2241,66.8919,90.5369
6035,5,,8.6291,20.7051,60.5803,60.2414,71.2392
6036,5,5.3232,8.6594,42.9281,72.8797,72.5336,82.057
6038,5,5.6952,9.9446,50.5686,64.1064,63.7604,79.3877
6039,1,2.4481,7.6547,31.3756,65.4873,65.5235,92.9729
6040,5,3.1136,14.9624,48.0444,69.4099,69.0805,81.4629
6041,5,,5.2949,15.3593,38.5234,38.1923,67.0703
6042,1,4.4886,5.5652,18.1805,46.7145,46.7618,66.0595
6043,6,3.5006,22.4494,,100.2516,100.1409,91.4015
6046,6,,22.5959,,86.9211,86.8021,98.3517
6064,6,,8.7084,,99.2566,99.1461,85.2832
6069,6,,,,108.5996,108.4745,88.7818
6070,6,,10.1652,,89.1682,89.0568,88.0318
6071,6,,11.6585,,109.0217,108.9085,101.6628
6073,5,,12.6244,37.5317,83.2692,82.9254,90.2385
6074,5,,5.2015,42.3944,72.6969,72.3639,89.1803
6076,5,,4.811,50.3867,97.1087,96.7635,109.1131
6085,5,2.5836,,,114.4868,114.1389,111.9569
6086,1,3.2986,13.2454,52.2663,104.0859,104.134,102.5192
6088,5,3.0414,,,114.4557,114.1081,95.5477
6090,5,,13.3082,40.2586,91.6977,91.3505,83.0289
6092,5,,8.3808,44.263,76.3455,75.9989,91.0183
6094,5,,13.629,62.2344,79.4184,79.0754,89.7528
6097,5,,12.0811,35.9133,80.7714,80.4255,102.3134
6098,5,,11.6909,67.7964,91.6455,91.2968,100.039
6099,5,,15.4878,42.6243,100.2442,99.8926,104.7003
6100,5,,16.8247,56.3451,95.0097,94.6666,90.1511
6102,5,,6.4452,,90.1474,89.8073,109.874
6104,5,2.4162,20.9866,53.1562,96.0891,95.7448,88.1045
6105,5,2.5408,10.4576,64.1355,74.4408,74.0933,85.8134
6106,5,,9.4014,61.2517,81.4558,81.1164,90.0001
6107,5,,8.9265,60.3108,91.9345,91.5931,106.7729
6108,0,,8.7762,46.4338,63.1681,63.0692,86.2128
6109,5,2.4076,17.8144,69.1506,85.725,85.3703,88.8452
6111,5,2.7894,12.3998,50.7731,80.4773,80.1353,99.6557
6112,5,,9.9969,38.166,63.6828,63.3391,82.7576
6113,5,2.6156,,,,,120.073
6114,5,3.9298,11.203,56.4022,78.772,78.4266,85.1848
6115,5,2.5061,9.092,37.705,61.656,61.3146,85.5523
6118,5,,15.7379,63.4829,85.9327,85.5759,86.2919
6122,5,4.1777,15.3667,62.512,76.7607,76.4199,89.5163
6124,5,,17.1916,45.5167,92.6589,92.3116,116.9861
6125,5,,9.2192,54.3424,86.675,86.3341,94.1071
6126,5,,12.9997,50.4207,75.8285,75.4829,91.2504
6128,5,,9.0811,60.1842,99.5795,99.229,109.9435
6131,5,,,,123.349,122.9925,106.6386
6132,5,,21.5617,62.2172,89.2239,88.8847,93.9975
6133,5,,17.5123,48.5527,78.566,78.2289,99.5142
6134,5,,11.9821,51.9521,86.9938,86.6498,97.811
6136,5,,13.735,60.2684,71.4184,71.0724,84.6776
6137,5,,12.1908,62.6793,74.5972,74.2587,80.7135
6138,5,,15.772,45.3803,77.6147,77.2684,85.2358
6140,5,2.5907,14.9737,63.7065,89.9111,89.5666,86.8278
6142,5,2.3955,17.2229,48.6065,94.0751,93.7263,86.5505
6145,5,,12.9935,67.1808,98.0646,97.7133,103.6248
6148,5,,12.2435,32.7847,92.2904,91.9395,92.9285
6149,5,,8.7921,51.4521,85.6765,85.3348,93.8339
6150,5,,16.9834,60.8885,88.2969,87.9581,98.9937
6151,5,4.4758,6.8753,54.6698,89.9798,89.6268,87.5903
6153,6,,13.7308,,85.8199,85.6998,129.9395
6154,6,,,,,,130.0547
6163,6,,,,,,138.0126
6166,6,,,,,,125.0599
6169,6,,6.3532,,83.2884,83.1697,96.9786
6172,6,3.0386,10.541,,83.8385,83.7201,91.5945
6173,6,,7.5468,24.1099,71.0281,70.9131,73.4335
6174,6,,8.6356,,97.5985,97.4787,81.4209
6177,6,,19.2064,47.3878,75.376,75.2616,80.4854
6180,4,,5.8087,21.4911,51.5499,51.5177,76.4045
6184,6,2.212,12.5871,52.1387,73.6584,73.5441,75.3088
6188,5,5.3316,5.6137,22.7103,40.6481,40.3119,61.6313
6189,5,4.0878,7.0152,20.1166,43.6697,43.3265,62.4667
6191,5,5.9731,7.9285,27.7252,45.3947,45.0479,66.6588
6192,5,5.0124,7.3559,22.797,49.787,49.4535,82.7813
6193,5,7.1181,6.4786,17.5029,41.4407,41.1006,71.1007
6194,5,2.5892,15.6962,39.3225,78.326,77.9859,98.3984
6195,5,,6.3802,21.4913,45.9837,45.651,71.9285
6198,5,4.711,6.0277,32.8331,78.8388,78.4885,76.1089
6201,5,4.0579,11.423,52.6186,89.7462,89.4054,82.5431
6202,5,,18.286,,114.3788,114.0287,97.5983
6203,5,,8.2475,54.2264,106.0961,105.7412,95.7482
6209,6,,,55.4171,77.0142,76.9055,75.591
6210,6,,10.265,,94.6035,94.4939,82.1328
6216,6,,,,,,115.4479
6217,6,,9.4869,,96.7962,96.6736,92.7506
6218,6,,,,106.7168,106.5972,105.2655
6220,6,,9.4841,,87.1521,87.0337,84.4178
6221,6,,6.5535,48.5643,79.9947,79.8801,89.4393
6231,6,,,,,,90.6709
6235,6,,,,,,100.3568
6237,6,,15.2055,50.4788,78.9633,78.847,87.3099
6238,6,,12.2522,45.5526,93.8285,93.7065,85.988
6240,6,,9.8365,31.031,95.3667,95.2416,79.7562
6241,6,,11.8224,,87.3075,87.2007,77.8086
6242,5,,9.3508,34.9541,73.2445,72.9008,71.9785
6243,2,3.3414,7.6393,31.9739,54.5804,53.6565,72.9257
6244,6,4.0238,10.2301,67.8982,78.0526,77.9333,72.4272
6252,4,4.8329,,,,,127.8024
6255,4,,,,,,138.6197
6258,1,,15.8418,,129.8141,129.8541,121.0751
6268,4,,19.3553,,138.8157,138.7955,120.5262
6276,4,,,,152.8691,152.842,135.9306
6284,5,,,,117.9389,117.5891,105.198
6296,2,5.9127,8.6253,30.7278,57.7965,56.8681,80.911
6390,2,6.8129,9.6234,40.318,72.0017,71.0707,77.7794
6396,2,5.367,14.0914,35.1876,81.2914,80.3632,88.5907
6413,5,,20.8067,48.1452,81.6896,81.3424,92.0543
6424,2,3.8199,8.0156,36.8459,63.7488,62.8264,82.8674
6434,1,2.4935,5.3762,16.9624,43.6416,43.6327,65.124
6445,2,4.2551,7.8804,29.2866,60.7706,59.8367,73.162
6680,0,5.6848,15.0907,75.2665,102.2935,102.1973,106.1372
6744,4,6.0022,10.1181,29.4008,57.6944,57.6722,68.9435
6830,1,,,,,44.9255,72.0051
6897,0,,,,,76.4018,75.5908
6898,1,,,,,38.0801,60.1312
6900,6,1.256,10.57,67.0621,91.1945,91.0743,96.8519
6901,6,,10.4102,59.4272,86.8325,86.7144,77.413
6903,2,,,,,66.0237,87.3339
6904,0,,,,,75.4973,79.7033
6907,1,,,,,63.8551,74.3757
6908,0,,,,,69.1694,73.6287
6909,4,3.7486,5.5452,22.6673,48.3393,48.3064,75.7527
6911,7,,,,,56.9163,65.1637
6913,6,,,,,,101.4881
6915,4,,,,,66.8928,81.7345
6917,6,,,,,,124.4146
6918,6,,,,,,104.0884
6919,2,,,,,103.371,82.6468
6920,1,,,,,96.9617,89.0039
6922,4,,,,,54.8233,76.4477
6923,0,,,,,51.8789,64.8714
6924,0,,,,,57.2383,69.139
6926,0,,,,,56.0766,73.8778
6927,4,,,,,73.3743,78.9851
6929,3,,,,,64.1035,81.4373
6931,3,,,,,51.0632,63.2707
6932,1,,,,,44.0747,66.0569
6933,8,,,,,54.5887,66.6125
6938,3,,,,,73.1104,75.294
6940,4,,,,,49.5756,69.7582
6943,0,,,,,52.8952,68.471
6944,0,,,,,54.8416,71.4467
6945,4,,,,,66.2766,81.8592
6951,2,,,,,68.7456,85.3953
6956,2,,,,,82.27,90.3111
6957,2,,,,,94.0975,87.0797
6958,0,,,,,52.0505,76.2972
6959,0,,,,,63.5714,79.249
6960,0,,,,,50.1697,62.9033
6961,8,,,,,50.502,62.0433
6963,3,5.8624,8.7158,39.0527,66.9644,66.6417,81.7806
6966,0,,,,,65.4223,70.1468
6967,0,4.2969,6.7908,21.4067,52.4715,52.3766,70.4531
6968,6,,10.2302,33.8584,61.4413,61.2998,74.04
6969,6,,,,,65.7689,72.7674
6970,8,6.0065,7.3385,30.7852,49.7526,50.3912,65.4572
6971,8,,,,,63.6811,69.0989
6973,4,3.2804,7.9465,24.3617,56.6331,56.6072,82.6142
6974,5,5.4179,14.3852,,111.6919,111.3494,96.6067
6975,2,5.5083,8.5279,29.6808,57.992,57.0871,73.3313
6976,2,,,,,79.1201,77.2646
6979,2,,6.4703,17.083,46.8112,45.8821,60.9967
6981,1,4.965,6.7002,17.1632,46.6413,46.6854,64.8342
6982,4,3.0982,5.5468,26.0124,54.3309,54.3085,83.7291
6984,2,6.0786,8.0855,31.9929,58.6098,57.6662,75.4114
6986,0,5.8136,6.9452,27.678,54.1529,54.0288,69.0772
6987,1,4.9879,8.4065,24.0277,51.3192,51.3659,71.36
6989,0,4.3337,7.5617,37.6761,71.2192,71.085,85.5047
6990,1,5.5554,10.9503,43.7724,63.7761,63.8162,81.2575
6992,1,3.9942,7.4338,29.6463,57.7878,57.8345,70.3695
6997,4,4.1688,9.7776,48.3694,66.2862,66.2568,86.2493
7000,4,2.7211,12.7914,42.6153,64.2301,64.2017,83.2188
7002,4,3.0348,8.9354,54.8012,69.215,69.1919,85.4946
7003,1,5.6493,8.1041,33.6654,54.6268,54.6666,74.21
7008,4,4.0397,13.7573,63.5241,104.8524,104.8096,100.3759
7013,5,4.9457,3.241,6.795,25.8376,25.4968,51.5703
7014,4,5.3554,11.9765,66.3856,84.0813,84.0621,86.7494
7025,2,2.9439,9.2849,44.2936,63.4159,62.4836,77.4844
7026,0,5.8739,7.1987,28.4425,55.89,55.7956,76.5098
7028,1,5.3062,6.2863,22.0525,43.9592,43.9965,60.1571
7031,4,4.4189,8.6031,26.9204,57.4974,57.473,83.4387
7033,4,,,,,86.1342,84.0352
7036,4,5.0995,9.1263,32.0947,60.7327,60.7008,73.1677
7058,1,4.1817,9.5965,36.9801,69.5646,69.6141,89.624
7061,1,5.4183,8.9921,38.2214,67.5308,67.5765,89.5987
7062,4,5.7489,5.8663,23.5615,48.6297,48.6049,67.8269
7063,7,2.3113,12.0929,40.4063,59.5702,60.6445,74.5364
7064,0,5.2254,6.7443,46.5128,76.7232,76.6111,75.8817
7067,2,4.8417,8.1754,24.8983,53.11,52.1959,65.1217
7068,9,4.404,8.5123,36.2675,54.3378,54.3339,65.6068
7071,0,6.1911,6.1717,30.2288,55.4354,55.3342,71.884
7072,1,3.5329,8.2562,51.5374,65.5145,65.5614,72.701
7077,9,7.2183,5.6008,19.307,42.7551,42.7492,56.4703
7081,8,,,,,42.8296,61.7503
7092,0,4.6782,8.3127,53.433,64.584,64.486,75.5669
7094,4,5.2346,7.1454,22.81,53.5938,53.5757,72.7569
7096,1,3.2041,5.842,19.5342,43.8416,43.8269,67.7451
7102,4,3.1177,12.8928,65.1438,81.1148,81.0922,92.3592
7103,2,,5.5233,18.7293,47.6186,46.697,68.6826
7106,2,3.6932,6.7303,23.9689,55.2087,54.2754,82.3062
7107,0,2.7439,8.7101,32.1481,61.157,61.0593,74.8669
7109,0,4.1029,6.5759,27.7116,56.1238,56.0167,68.352
7111,1,,,,,,88.2068
7117,4,5.4272,5.9171,20.6393,46.9009,46.8766,63.6884
7119,4,4.5421,8.443,26.6674,51.341,51.3124,70.9679
7120,2,5.1835,7.5722,24.369,53.5183,52.5934,68.6159
7125,4,3.5303,7.7873,30.7047,53.1196,53.0855,74.6913
7126,1,3.2221,16.4192,56.6899,100.5334,100.5733,97.5273
7127,1,5.4111,6.2895,29.2463,49.2382,49.2781,62.5528
7130,0,3.7151,14.2955,60.6882,88.3848,88.2821,98.7605
7133,4,4.4504,7.7532,26.0221,56.6014,56.5742,81.3006
7138,1,6.1875,8.0829,47.1963,72.0828,72.3665,87.7723
7143,4,3.7527,8.0532,26.8082,54.9047,54.8794,88.2339
7147,1,4.5574,9.0487,33.9362,56.2145,56.2522,76.787
7158,2,4.7698,8.471,37.3698,58.5651,57.6404,69.5206
7160,4,4.4983,9.8737,51.2702,76.8163,76.7917,77.7334
7161,4,5.2626,6.6097,22.4674,49.7195,49.6974,66.8625
7162,4,5.5114,8.4716,24.2947,53.126,53.1007,70.5401
7163,1,5.0512,6.1187,22.061,47.6931,47.7452,68.9886
7164,5,5.1428,4.9181,30.3812,46.2159,45.8729,58.3097
7165,4,4.9618,7.7727,27.9581,53.8333,53.8089,76.8802
7169,1,3.626,18.0758,53.8006,81.6863,81.7321,84.7715
7177,2,4.6995,7.0062,22.3214,56.037,55.111,71.8757
7181,1,5.3728,13.4487,52.8271,100.2834,100.3198,98.7449
7186,2,3.6405,10.1817,35.1582,60.5415,59.6124,80.9791
7192,4,8.5414,7.9344,25.154,52.3221,52.2858,74.0085
7199,4,6.0045,5.0616,21.2414,47.3867,47.3699,71.8687
7202,4,5.5261,5.5339,21.9697,51.0398,51.0145,68.5691
7203,2,5.1262,8.3706,30.9186,55.2787,54.3566,73.3332
7207,2,5.4422,7.5072,29.7536,60.5114,59.5916,76.3507
7208,4,4.4787,7.8472,31.7688,56.2983,56.2697,78.3338
7209,1,3.1568,5.7025,19.5547,48.7225,48.7267,65.8185
7213,1,2.2913,4.9776,13.8722,43.6389,43.6275,67.7739
7217,0,3.8921,6.3821,18.8481,48.4632,48.3607,64.3064
7218,1,4.9126,11.0986,46.0417,54.8394,54.8895,77.2609
7223,2,3.9507,7.9114,35.74,65.344,64.407,81.5568
7231,4,4.2368,7.1293,23.8547,55.6883,55.6664,71.2736
7236,2,1.6586,9.1993,36.8903,58.3336,57.4011,79.5218
7244,4,4.7373,9.3603,30.2315,56.3477,56.3246,73.503
7248,4,4.6398,10.8138,49.9642,76.9726,76.9468,77.038
7250,4,6.093,5.973,17.9297,48.1814,48.1632,63.6895
7255,4,,6.8566,24.3598,57.6101,57.5814,67.5529
7258,4,5.6088,8.3954,29.6765,53.8562,53.8242,76.3801
7268,1,2.2128,6.2791,19.9424,47.3374,47.3867,68.2236
7273,2,6.1645,7.1189,22.5622,54.4692,53.5455,82.9111
7276,4,5.7412,8.8976,28.8912,59.4873,59.4634,79.062
7280,4,2.8012,9.338,36.8282,56.8299,56.8049,85.9798
7282,4,3.805,6.5701,24.5424,47.8742,47.8414,68.0264
7287,4,4.9288,8.8599,34.8514,58.5414,58.5235,76.399
7288,1,4.0332,13.0421,45.3387,73.7266,73.7732,84.9367
7296,2,4.1979,8.73,29.5369,73.1248,72.1902,89.9968
7298,2,4.2844,8.811,40.9149,63.8692,62.9258,87.409
7305,1,3.1387,9.0397,26.2582,55.0652,55.1128,81.4201
7306,0,5.0275,6.593,27.9472,60.11,60.0177,83.8425
7307,0,5.1455,13.725,48.1689,82.5421,82.4417,85.89
7314,1,4.0426,6.4094,17.9871,45.8513,45.8969,68.3246
7316,1,5.8693,14.2632,53.4279,92.5415,92.5871,83.5214
7319,1,6.3671,11.5134,37.8279,56.3509,56.3973,61.0845
7320,0,4.3127,9.0148,39.9198,84.5634,84.4597,87.9432
7322,4,1.8753,13.3282,46.3349,62.0048,61.9898,81.8566
7323,3,,,,,66.7032,78.934
7327,8,,,,,53.5991,67.3723
7328,8,2.4574,6.9952,28.7647,50.8318,51.4569,59.3407
7332,0,,7.5815,25.8072,53.9478,53.8046,71.5573
7333,2,3.4555,6.7373,21.9935,50.7183,49.7865,74.8272
7337,4,5.0684,8.5502,34.3425,57.8028,57.775,79.7465
7342,1,2.8869,10.9017,52.2,68.5827,68.63,85.3271
7343,5,4.2475,7.1991,26.0895,38.2099,37.8689,60.3194
7344,1,2.642,7.6308,28.9741,51.25,51.2946,75.7352
7346,5,4.9304,5.559,24.6609,45.5901,45.2493,66.558
7347,2,3.2969,7.9108,38.7165,57.7334,56.7876,70.7946
7349,2,5.0781,7.9205,40.0605,63.4734,62.5435,87.0842
7350,2,5.4502,8.0396,39.3205,62.7177,61.7829,85.9344
7353,1,7.2209,9.2733,55.0767,74.0239,74.0699,88.2564
7354,5,4.563,11.7641,60.1112,94.8959,94.5642,88.2532
7356,4,3.1475,11.3421,51.144,74.5865,74.5689,93.0649
7372,2,3.9272,10.2891,36.7262,65.1149,64.1725,88.6599
7373,1,5.2642,9.7704,38.9005,58.293,58.3458,83.4391
7377,4,4.3698,10.7045,42.3662,70.1794,70.1619,81.1672
7378,1,5.8461,9.9053,44.3265,55.5583,55.6058,73.625
7382,1,3.8056,6.1877,19.8268,43.6797,43.7232,58.1477
7383,0,5.6934,6.8815,18.4521,48.478,48.382,68.1914
7384,1,,12.4326,53.3313,69.2765,69.3231,78.6211
7387,0,1.9933,4.8368,16.6444,51.6968,51.5795,68.4804
7394,1,4.2677,5.0271,15.7956,45.5337,45.5832,59.5531
7396,2,6.4393,10.9838,46.5823,62.3462,61.418,67.7389
7404,1,4.2476,7.1474,20.0003,44.9433,44.9917,70.8616
7411,2,6.62,8.4333,35.2311,64.6467,63.7163,72.0373
7413,2,2.8627,7.0306,34.791,58.6754,57.7572,75.1428
7415,4,3.893,7.6898,33.8617,55.6064,55.5859,77.6754
7416,4,4.3609,11.865,62.5546,88.7757,88.7505,86.7022
7417,0,,,,,,93.6503
7418,1,5.4861,9.3388,22.8453,49.9479,49.9863,66.0382
7419,4,6.4375,7.1591,27.1811,53.5791,53.5564,74.4249
7424,2,4.6657,4.4653,17.1757,46.3991,45.4822,64.0871
7427,2,3.4113,11.648,53.0782,101.8696,100.9359,106.4447
7430,1,,9.2021,23.5178,45.9029,45.9567,74.7804
7460,2,5.5487,5.7659,22.0146,47.8392,46.9178,80.7663
7461,4,,,,,59.0401,73.5052
7471,1,5.7536,4.5906,12.2084,37.8245,37.8629,58.9802
7477,1,4.3658,10.5687,30.5341,55.7705,55.8135,76.2423
7514,1,,,,,60.9149,82.4542
7515,4,,,,,83.6877,79.1965
7516,4,4.4647,19.1812,75.6341,127.0481,127.0175,110.4081
7517,4,,19.2071,85.8895,123.9275,123.9002,120.1424
7520,2,,,,,58.6154,79.2546
7521,2,,,,,63.7815,76.7934
7523,4,,,,,78.941,85.2499
7525,4,,,,,52.3105,68.7129
7717,4,,12.101,54.6259,86.3313,86.3104,87.9491
7917,4,5.1253,16.6149,62.2955,78.9086,78.889,87.4403
7947,4,4.4085,10.0487,68.4494,91.5511,91.4754,87.4023
8077,4,4.0945,9.0394,50.0743,68.1959,68.1672,75.6506
8132,4,2.7149,10.287,47.9972,77.6166,77.5693,79.4255
8214,0,,,,,64.7305,72.5585
8222,5,2.5699,8.4584,39.0441,80.0076,79.6615,88.0415
8227,6,,,,,,101.0528
8230,5,,10.2272,,89.7266,89.394,98.2553
8231,5,,7.4537,50.7868,95.1875,94.8385,88.6675
8233,4,4.5121,10.3579,55.4091,79.4903,79.469,80.8916
8234,5,,9.2282,37.2809,79.4422,79.0952,90.6254
8235,2,6.8071,10.9637,54.7984,79.3503,78.4233,80.4556
8236,2,3.235,8.517,45.7971,75.2252,74.3015,79.93
8237,5,,11.2647,65.3703,85.3801,85.0469,85.3588
8238,4,1.7984,10.966,41.8526,62.5025,62.4676,84.682
8239,4,4.1409,7.6306,26.1792,52.8727,52.8448,61.7795
8240,5,,15.9662,60.8195,69.8796,69.546,82.7494
8241,5,2.6921,11.6657,37.5961,53.288,52.945,79.0155
8242,5,2.4621,12.7835,,118.3713,118.0233,104.431
8243,0,4.786,13.2199,59.9512,78.4601,78.3641,87.2921
8244,0,4.9712,12.802,46.6625,68.8155,68.7091,97.6281
8246,4,5.9167,13.0932,62.1615,86.7147,86.677,76.1093
8247,5,2.4926,13.89,52.284,81.3886,81.0497,86.0391
8249,5,,9.8756,51.9932,74.7818,74.4444,81.856
8256,1,,8.4766,29.5593,48.962,49.0082,75.6818
8258,5,5.7473,,,,,81.0339
8259,5,6.7179,8.7012,31.153,52.4711,52.137,76.2006
8264,8,,9.9329,26.5029,62.8187,63.4933,68.3517
8283,5,2.6395,7.7541,37.7983,69.4213,69.0742,72.4935
8284,2,5.8109,15.4275,53.2805,86.4718,85.5336,88.9262
8285,2,3.4874,7.2829,36.6987,62.4408,61.5184,72.6737
8290,2,4.6487,8.7061,26.8614,55.0478,54.1255,69.3721
8297,0,5.783,12.2632,62.9957,89.2753,89.1774,93.0991
8306,5,4.2183,10.0928,42.1355,81.6593,81.3175,90.462
8307,5,5.6273,8.2967,23.9253,51.0982,50.7628,67.5103
8311,2,4.0886,10.6394,46.1953,69.891,68.9566,71.568
8312,4,4.7157,8.1224,33.0513,62.2896,62.259,71.3305
8326,5,6.8498,7.5386,38.706,44.9317,44.5862,74.8102
8334,1,2.1113,7.4852,30.0628,57.7347,57.7841,77.3169
