ID,population,RBN,CL,RL,DTF3,FT16,FT10
10004,9,4.8263,14.6438,38.5021,77.2576,77.2633,83.4028
10005,2,4.2364,13.9286,56.6469,77.9342,77.0024,82.6651
10006,9,5.1354,16.2077,,129.3062,129.3026,114.6211
10008,3,2.1804,7.2697,49.7473,75.7277,75.4125,82.3949
10009,3,2.2394,8.7691,52.3451,80.3565,80.0399,83.8065
10010,3,,10.8921,57.7165,77.917,77.6,87.8764
10011,3,1.8377,9.2213,41.8924,68.0304,67.7122,74.3119
10012,9,2.5787,9.7554,54.8526,103.7892,103.7731,114.5735
10013,9,4.2444,10.0493,48.4304,98.2178,98.2194,93.8279
10014,9,2.4621,12.8762,,129.9843,129.9963,98.4849
10015,3,4.0737,7.8938,31.4339,54.1879,53.8691,73.1208
10017,2,,13.4978,53.472,87.1168,86.1852,93.3015
10018,2,4.2528,11.7093,51.9639,91.9481,91.0182,95.8405
10020,2,1.9865,9.7443,38.5803,58.7767,57.8547,78.531
10022,1,8.6175,5.8789,28.3878,48.8198,48.8582,75.6561
10023,1,6.8606,16.8076,61.7274,93.4685,93.5017,98.45
